iso,region,abbreviation
AF,Badakhshan
AF,Badghis
AF,Baghlan
AF,Balkh
AF,Bamian
AF,Farah
AF,Faryab
AF,Ghazni
AF,Ghowr
AF,Helmand
AF,Herat
AF,Jowzjan
AF,Kabol
AF,Kandahar
AF,Kapisa
AF,Konar
AF,Kondoz
AF,Laghman
AF,Lowgar
AF,Nangarhar
AF,Nimruz
AF,Oruzgan
AF,Paktia
AF,Paktika
AF,Parvan
AF,Samangan
AF,Sar-e Pol
AF,Takhar
AF,Vardak
AF,Zabol
AL,Berat
AL,Bulqize
AL,Delvine
AL,Devoll (Bilisht)
AL,Diber (Peshkopi)
AL,Durres
AL,Elbasan
AL,Fier
AL,Gjirokaster
AL,Gramsh
AL,Has (Krume)
AL,Kavaje
AL,Kolonje (Erseke)
AL,Korce
AL,Kruje
AL,Kucove
AL,Kukes
AL,Kurbin
AL,Lezhe
AL,Librazhd
AL,Lushnje
AL,Malesi e Madhe (Koplik)
AL,Mallakaster (Ballsh)
AL,Mat (Burrel)
AL,Mirdite (Rreshen)
AL,Peqin
AL,Permet
AL,Pogradec
AL,Puke
AL,Sarande
AL,Shkoder
AL,Skrapar (Corovode)
AL,Tepelene
AL,Tirane (Tirana)
AL,Tirane (Tirana)
AL,Tropoje (Bajram Curri)
AL,Vlore
DZ,Adrar
DZ,Ain Defla
DZ,Ain Temouchent
DZ,Alger
DZ,Annaba
DZ,Batna
DZ,Bechar
DZ,Bejaia
DZ,Biskra
DZ,Blida
DZ,Bordj Bou Arreridj
DZ,Bouira
DZ,Boumerdes
DZ,Chlef
DZ,Constantine
DZ,Djelfa
DZ,El Bayadh
DZ,El Oued
DZ,El Tarf
DZ,Ghardaia
DZ,Guelma
DZ,Illizi
DZ,Jijel
DZ,Khenchela
DZ,Laghouat
DZ,MSila
DZ,Mascara
DZ,Medea
DZ,Mila
DZ,Mostaganem
DZ,Naama
DZ,Oran
DZ,Ouargla
DZ,Oum el Bouaghi
DZ,Relizane
DZ,Saida
DZ,Setif
DZ,Sidi Bel Abbes
DZ,Skikda
DZ,Souk Ahras
DZ,Tamanghasset
DZ,Tebessa
DZ,Tiaret
DZ,Tindouf
DZ,Tipaza
DZ,Tissemsilt
DZ,Tizi Ouzou
DZ,Tlemcen
AS,Eastern
AS,Manua
AS,Rose Island
AS,Swains Island
AS,Western
AO,Andorra la Vella
AO,Bengo
AO,Benguela
AO,Bie
AO,Cabinda
AO,Canillo
AO,Cuando Cubango
AO,Cuanza Norte
AO,Cuanza Sul
AO,Cunene
AO,Encamp
AO,Escaldes-Engordany
AO,Huambo
AO,Huila
AO,La Massana
AO,Luanda
AO,Lunda Norte
AO,Lunda Sul
AO,Malanje
AO,Moxico
AO,Namibe
AO,Ordino
AO,Sant Julia de Loria
AO,Uige
AO,Zaire
AI,Anguilla
AG,Barbuda
AG,Redonda
AG,Saint George
AG,Saint John
AG,Saint Mary
AG,Saint Paul
AG,Saint Peter
AG,Saint Philip
AR,Antartica e Islas del Atlantico Sur
AR,Buenos Aires
AR,Buenos Aires Capital Federal
AR,Catamarca
AR,Chaco
AR,Chubut
AR,Cordoba
AR,Corrientes
AR,Entre Rios
AR,Formosa
AR,Jujuy
AR,La Pampa
AR,La Rioja
AR,Mendoza
AR,Misiones
AR,Neuquen
AR,Rio Negro
AR,Salta
AR,San Juan
AR,San Luis
AR,Santa Cruz
AR,Santa Fe
AR,Santiago del Estero
AR,Tierra del Fuego
AR,Tucuman
AM,Aragatsotn
AM,Ararat
AM,Armavir
AM,Gegharkunik
AM,Kotayk
AM,Lorri
AM,Shirak
AM,Syunik
AM,Tavush
AM,Vayots Dzor
AM,Yerevan
AW,Aruba
AU,Australian Capital Territory
AU,New South Wales
AU,Northern Territory
AU,Queensland
AU,South Australia
AU,Tasmania
AU,Victoria
AU,Western Australia
AT,Burgenland
AT,Kaernten
AT,Niederoesterreich
AT,Oberoesterreich
AT,Salzburg
AT,Steiermark
AT,Tirol
AT,Vorarlberg
AT,Wien
AZ,Abseron Rayonu
AZ,Agcabadi Rayonu
AZ,Agdam Rayonu
AZ,Agdas Rayonu
AZ,Agstafa Rayonu
AZ,Agsu Rayonu
AZ,Ali Bayramli Sahari
AZ,Astara Rayonu
AZ,Baki Sahari
AZ,Balakan Rayonu
AZ,Barda Rayonu
AZ,Beylaqan Rayonu
AZ,Bilasuvar Rayonu
AZ,Cabrayil Rayonu
AZ,Calilabad Rayonu
AZ,Daskasan Rayonu
AZ,Davaci Rayonu
AZ,Fuzuli Rayonu
AZ,Gadabay Rayonu
AZ,Ganca Sahari
AZ,Goranboy Rayonu
AZ,Goycay Rayonu
AZ,Haciqabul Rayonu
AZ,Imisli Rayonu
AZ,Ismayilli Rayonu
AZ,Kalbacar Rayonu
AZ,Kurdamir Rayonu
AZ,Lacin Rayonu
AZ,Lankaran Rayonu
AZ,Lankaran Sahari
AZ,Lerik Rayonu
AZ,Masalli Rayonu
AZ,Mingacevir Sahari
AZ,Naftalan Sahari
AZ,Naxcivan Muxtar Respublikasi
AZ,Neftcala Rayonu
AZ,Oguz Rayonu
AZ,Qabala Rayonu
AZ,Qax Rayonu
AZ,Qazax Rayonu
AZ,Qobustan Rayonu
AZ,Quba Rayonu
AZ,Qubadli Rayonu
AZ,Qusar Rayonu
AZ,Saatli Rayonu
AZ,Sabirabad Rayonu
AZ,Saki Rayonu
AZ,Saki Sahari
AZ,Salyan Rayonu
AZ,Samaxi Rayonu
AZ,Samkir Rayonu
AZ,Samux Rayonu
AZ,Siyazan Rayonu
AZ,Sumqayit Sahari
AZ,Susa Rayonu
AZ,Susa Sahari
AZ,Tartar Rayonu
AZ,Tovuz Rayonu
AZ,Ucar Rayonu
AZ,Xacmaz Rayonu
AZ,Xankandi Sahari
AZ,Xanlar Rayonu
AZ,Xizi Rayonu
AZ,Xocali Rayonu
AZ,Xocavand Rayonu
AZ,Yardimli Rayonu
AZ,Yevlax Rayonu
AZ,Yevlax Sahari
AZ,Zangilan Rayonu
AZ,Zaqatala Rayonu
AZ,Zardab Rayonu
BS,Acklins and Crooked Islands
BS,Bimini
BS,Cat Island
BS,Exuma
BS,Freeport
BS,Fresh Creek
BS,Governors Harbour
BS,Green Turtle Cay
BS,Harbour Island
BS,High Rock
BS,Inagua
BS,Kemps Bay
BS,Long Island
BS,Marsh Harbour
BS,Mayaguana
BS,New Providence
BS,Nicholls Town and Berry Islands
BS,Ragged Island
BS,Rock Sound
BS,San Salvador and Rum Cay
BS,Sandy Point
BH,Al Hadd
BH,Al Manamah
BH,Al Mintaqah al Gharbiyah
BH,Al Mintaqah al Wusta
BH,Al Mintaqah ash Shamaliyah
BH,Al Muharraq
BH,Ar Rifa wa al Mintaqah al Janubiyah
BH,Jidd Hafs
BH,Juzur Hawar
BH,Madinat Isa
BH,Madinat Hamad
BH,Sitrah
BD,Barisal
BD,Chittagong
BD,Dhaka
BD,Khulna
BD,Rajshahi
BD,Sylhet
BB,Bridgetown
BB,Christ Church
BB,Saint Andrew
BB,Saint George
BB,Saint James
BB,Saint John
BB,Saint Joseph
BB,Saint Lucy
BB,Saint Michael
BB,Saint Peter
BB,Saint Philip
BB,Saint Thomas
BY,Brestskaya (Brest)
BY,Homyelskaya (Homyel)
BY,Horad Minsk
BY,Hrodzyenskaya (Hrodna)
BY,Mahilyowskaya (Mahilyow)
BY,Minskaya
BY,Vitsyebskaya (Vitsyebsk)
BE,Antwerpen
BE,Brabant Wallon
BE,Brussels Capitol Region
BE,Hainaut
BE,Liege
BE,Limburg
BE,Luxembourg
BE,Namur
BE,Oost-Vlaanderen
BE,Vlaams Brabant
BE,West-Vlaanderen
BZ,Belize
BZ,Cayo
BZ,Corozal
BZ,Orange Walk
BZ,Stann Creek
BZ,Toledo
BJ,Alibori
BJ,Atakora
BJ,Atlantique
BJ,Borgou
BJ,Collines
BJ,Couffo
BJ,Donga
BJ,Littoral
BJ,Mono
BJ,Oueme
BJ,Plateau
BJ,Zou
BM,Devonshire
BM,Hamilton
BM,Hamilton
BM,Paget
BM,Pembroke
BM,Saint George
BM,Saint Georges
BM,Sandys
BM,Smiths
BM,Southampton
BM,Warwick
BT,Bumthang
BT,Chhukha
BT,Chirang
BT,Daga
BT,Geylegphug
BT,Ha
BT,Lhuntshi
BT,Mongar
BT,Paro
BT,Pemagatsel
BT,Punakha
BT,Samchi
BT,Samdrup Jongkhar
BT,Shemgang
BT,Tashigang
BT,Thimphu
BT,Tongsa
BT,Wangdi Phodrang
BO,Beni
BO,Chuquisaca
BO,Cochabamba
BO,La Paz
BO,Oruro
BO,Pando
BO,Potosi
BO,Santa Cruz
BO,Tarija
BA,Federation of Bosnia and Herzegovina
BA,Republika Srpska
BW,Central
BW,Chobe
BW,Francistown
BW,Gaborone
BW,Ghanzi
BW,Kgalagadi
BW,Kgatleng
BW,Kweneng
BW,Lobatse
BW,Ngamiland
BW,North-East
BW,Selebi-Pikwe
BW,South-East
BW,Southern
BR,Acre
BR,Alagoas
BR,Amapa
BR,Amazonas
BR,Bahia
BR,Ceara
BR,Distrito Federal
BR,Espirito Santo
BR,Goias
BR,Maranhao
BR,Mato Grosso
BR,Mato Grosso do Sul
BR,Minas Gerais
BR,Para
BR,Paraiba
BR,Parana
BR,Pernambuco
BR,Piaui
BR,Rio de Janeiro
BR,Rio Grande do Norte
BR,Rio Grande do Sul
BR,Rondonia
BR,Roraima
BR,Santa Catarina
BR,Sao Paulo
BR,Sergipe
BR,Tocantins
BG,Blagoevgrad
BG,Burgas
BG,Dobrich
BG,Gabrovo
BG,Khaskovo
BG,Kurdzhali
BG,Kyustendil
BG,Lovech
BG,Montana
BG,Pazardzhik
BG,Pernik
BG,Pleven
BG,Plovdiv
BG,Razgrad
BG,Ruse
BG,Shumen
BG,Silistra
BG,Sliven
BG,Smolyan
BG,Sofiya
BG,Sofiya-Grad
BG,Stara Zagora
BG,Turgovishte
BG,Varna
BG,Veliko Turnovo
BG,Vidin
BG,Vratsa
BG,Yambol
BF,Bale
BF,Bam
BF,Banwa
BF,Bazega
BF,Bougouriba
BF,Boulgou
BF,Boulkiemde
BF,Comoe
BF,Ganzourgou
BF,Gnagna
BF,Gourma
BF,Houet
BF,Ioba
BF,Kadiogo
BF,Kenedougou
BF,Komandjari
BF,Kompienga
BF,Kossi
BF,Koupelogo
BF,Kouritenga
BF,Kourweogo
BF,Leraba
BF,Loroum
BF,Mouhoun
BF,Nahouri
BF,Namentenga
BF,Naumbiel
BF,Nayala
BF,Oubritenga
BF,Oudalan
BF,Passore
BF,Poni
BF,Samentenga
BF,Sanguie
BF,Seno
BF,Sissili
BF,Soum
BF,Sourou
BF,Tapoa
BF,Tuy
BF,Yagha
BF,Yatenga
BF,Ziro
BF,Zondomo
BF,Zoundweogo
BI,Bubanza
BI,Bujumbura
BI,Bururi
BI,Cankuzo
BI,Cibitoke
BI,Gitega
BI,Karuzi
BI,Kayanza
BI,Kirundo
BI,Makamba
BI,Muramvya
BI,Muyinga
BI,Mwaro
BI,Ngozi
BI,Rutana
BI,Ruyigi
KH,Banteay Mean Cheay
KH,Batdambang
KH,Kampong Cham
KH,Kampong Chhnang
KH,Kampong Spoe
KH,Kampong Thum
KH,Kampot
KH,Kandal
KH,Kaoh Kong
KH,Keb
KH,Kracheh
KH,Mondol Kiri
KH,Otdar Mean Cheay
KH,Pailin
KH,Phnum Penh
KH,Pouthisat
KH,Preah Seihanu (Sihanoukville)
KH,Preah Vihear
KH,Prey Veng
KH,Rotanah Kiri
KH,Siem Reab
KH,Stoeng Treng
KH,Svay Rieng
KH,Takev
CM,Adamaoua
CM,Centre
CM,Est
CM,Extreme-Nord
CM,Littoral
CM,Nord
CM,Nord-Ouest
CM,Ouest
CM,Sud
CM,Sud-Ouest
CA,Alberta
CA,British Columbia
CA,Manitoba
CA,New Brunswick
CA,Newfoundland
CA,Northwest Territories
CA,Nova Scotia
CA,Nunavut
CA,Ontario
CA,Prince Edward Island
CA,Quebec
CA,Saskatchewan
CA,Yukon Territory
CV,Boa Vista
CV,Brava
CV,Maio
CV,Mosteiros
CV,Paul
CV,Porto Novo
CV,Praia
CV,Ribeira Grande
CV,Sal
CV,Santa Catarina
CV,Santa Cruz
CV,Sao Domingos
CV,Sao Filipe
CV,Sao Nicolau
CV,Sao Vicente
CV,Tarrafal
KY,Creek
KY,Eastern
KY,Midland
KY,South Town
KY,Spot Bay
KY,Stake Bay
KY,West End
KY,Western
CF,Bamingui-Bangoran
CF,Bangui
CF,Basse-Kotto
CF,Gribingui
CF,Haut-Mbomou
CF,Haute-Kotto
CF,Haute-Sangha
